id,name,intelligence,strength,speed,durability,power,combat,full_name,publisher,alignment,gender,eye_color,hair_color,url,height_cm,weight_kg
650,T-800,75,34,17,60,73,65,Cyberdyne Systems Series 800 Terminator Model 101,Dark Horse Comics,Bad,Male,Red,NA,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg,NA,176
651,T-850,75,80,25,90,83,75,Cyberdyne Systems Series 850 Terminator,Dark Horse Comics,Bad,Male,Red,NA,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg,NA,198
652,T-X,75,63,29,85,100,80,Cyberdyne Systems Series X Terminator,Dark Horse Comics,Bad,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg,NA,149
653,Taskmaster,75,12,50,20,63,100,Tony Masters,Marvel Comics,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg,188,99
654,Tempest,38,10,45,28,66,60,Angel Salvadore Bohusk,Others,Good,Female,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg,163,54
655,Thanos,100,100,33,100,100,80,Thanos,Marvel Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg,201,443
656,The Cape,38,10,23,32,22,64,Vince Faraday,NA,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg,NA,NA
657,The Comedian,63,14,17,10,12,80,Edward Morgen Blake,Dc Comics,Neutral,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg,188,101
658,Thing,75,84,21,100,38,80,Ben Grimm,Marvel Comics,Good,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg,183,225
659,Thor,69,100,83,100,100,100,Thor Odinson,Others,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg,198,288
660,Thor Girl,75,83,70,84,100,70,Tarene,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg,175,143
661,Thunderbird,50,32,27,32,13,70,John Proudstar,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg,185,101
662,Thunderbird Ii,NA,NA,NA,NA,NA,NA,James Proudstar,Others,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg,NA,NA
663,Thunderbird Iii,NA,NA,NA,NA,NA,NA,Neal Shaara,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg,175,74
664,Thunderstrike,63,80,70,84,42,72,Eric Kevin Masterson,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg,198,288
665,Thundra,38,81,32,64,26,54,Thundra,Marvel Comics,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg,218,158
666,Tiger Shark,38,72,46,70,51,28,Todd Arliss,Marvel Comics,Bad,Male,Grey,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg,185,203
667,Tigra,63,32,53,38,33,90,Greer Grant Nelson,Marvel Comics,Good,Female,Green,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg,178,81
668,Tinkerer,100,10,23,14,10,14,Phineas Mason,Marvel Comics,Bad,Male,Brown,White,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg,163,54
669,Titan,NA,NA,NA,NA,NA,NA,NA,Harpercollins,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg,NA,NA
670,Toad,50,34,58,56,70,28,Mortimer Toynbee,Marvel Comics,Neutral,Male,Black,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg,175,76
671,Toxin,56,73,70,84,82,70,Patrick Mulligan,Marvel Comics,Good,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg,188,97
672,Toxin,75,80,42,85,97,70,Eddie Brock,Anti-Venom,Good,Male,Black,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg,191,117
673,Tracy Strauss,NA,NA,NA,NA,NA,NA,Tracy Strauss,Nbc - Heroes,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg,NA,NA
674,Trickster,NA,NA,NA,NA,NA,NA,Giovanni Giuseppe,Dc Comics,NA,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg,183,81
675,Trigon,NA,99,NA,NA,NA,NA,NA,Dc Comics,Bad,Male,Yellow,Black,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg,NA,NA
676,Triplicate Girl,63,10,23,42,44,42,Luornu Durgo,Dc Comics,Good,Female,Purple,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg,168,59
677,Triton,56,63,50,65,35,55,Triton,Marvel Comics,Good,Male,Green,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg,188,86
678,Two-Face,88,10,12,14,9,28,Harvey Dent,Dc Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg,183,82
679,Ultragirl,50,80,35,70,35,80,Tsu-Zana,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg,168,105
680,Ultron,88,83,42,100,100,64,Ultron,Marvel Comics,Bad,Male,Red,NA,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg,206,331
681,Utgard-Loki,50,80,23,84,85,64,NA,Marvel Comics,Bad,Male,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg,NA,NA
682,Vagabond,NA,NA,NA,NA,NA,NA,Priscilla Lyons,Marvel Comics,Good,Female,Blue,Strawberry Blond,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg,168,54
683,Valerie Hart,NA,NA,NA,NA,NA,NA,NA,Team Epic Tv,Good,Female,Hazel,Black,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg,175,56
684,Valkyrie,NA,94,NA,NA,NA,NA,Brunnhilde (Also Spelled Brunnhilda),Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg,191,214
685,Vanisher,63,10,75,56,61,42,NA,Marvel Comics,Bad,Male,Green,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg,165,79
686,Vegeta,81,100,92,95,100,100,Vegeta,Shueisha,Bad,Male,NA,Black,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg,168,73
687,Venom,75,57,65,84,86,84,Eddie Brock,Anti-Venom,Bad,Male,Blue,Strawberry Blond,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg,191,117
688,Venom Ii,50,57,47,70,54,56,Angelo Fortunato,Marvel Comics,Bad,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg,175,50
689,Venom Iii,63,73,35,90,73,56,Macdonald Gargan,Others,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg,229,334
690,Venompool,69,57,63,100,100,100,Wade Wilson,Deadpool,NA,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg,226,NA
691,Vertigo Ii,NA,NA,NA,NA,NA,NA,NA,Others,Good,Female,Blue,Silver,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg,168,52
692,Vibe,50,10,17,30,99,30,Cisco Ramon,Dc Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg,178,71
693,Vindicator,63,63,53,64,58,70,Heather Hudson,Others,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg,165,54
694,Vindicator,NA,NA,NA,NA,NA,NA,Dr. James Mcdonald Hudson,Marvel Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg,NA,NA
695,Violator,NA,53,NA,NA,NA,NA,NA,Image Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg,NA,NA
696,Violet Parr,56,9,13,50,79,15,Violet Parr,Dark Horse Comics,Good,Female,Violet,Black,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg,137,41
697,Vision,100,72,54,95,100,70,Vision,Anti-Vision,Good,Male,Gold,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg,191,135
698,Vision Ii,NA,NA,NA,NA,NA,NA,Vision,Anti-Vision,Good,NA,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg,191,135
699,Vixen,50,38,50,50,62,25,Mari Mccabe,Dc Comics,Good,Female,Amber,Black,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg,175,63
700,Vulcan,NA,56,NA,NA,NA,NA,Gabriel Summers,Marvel Comics,Good,Male,Black,Black,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg,NA,NA
701,Vulture,75,22,42,25,26,30,Adrian Toomes,Marvel Comics,Bad,Male,Brown,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg,180,79
702,Walrus,50,28,8,50,11,20,Hubert Carpent,Marvel Comics,Bad,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg,183,162
703,War Machine,63,80,63,100,100,85,James Rupert Rhodes,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/536.jpg,185,95
704,Warbird,NA,NA,NA,NA,NA,NA,Carol Danvers,Binary,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/153.jpg,180,54
705,Warlock,88,36,79,95,71,95,Adam Warlock,Marvel Comics,Good,Male,Red,Blond,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg,188,108
706,Warp,38,10,23,28,85,50,Emil Lasalle,Dc Comics,Bad,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg,173,67
707,Warpath,38,72,47,70,26,84,James Proudstar,Others,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg,218,158
708,Wasp,63,17,58,52,29,42,Janet Van Dyne,Marvel Comics,Good,Female,Blue,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/155.jpg,163,50
709,Watcher,100,80,67,89,100,56,Uatu,Marvel Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg,NA,NA
710,Weapon Xi,NA,NA,NA,NA,NA,NA,Weapon Xi,Marvel Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg,NA,NA
711,White Canary,63,7,33,15,49,90,NA,Dc Comics,Bad,Female,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg,NA,NA
712,White Queen,NA,NA,NA,NA,NA,NA,Emma Grace Frost,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/157.jpg,178,65
713,Wildfire,50,32,23,100,77,42,Drake Burroughs,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg,NA,NA
714,Winter Soldier,56,32,35,65,60,84,Bucky Barnes,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg,175,117
715,Wiz Kid,NA,NA,NA,NA,NA,NA,Takashi Matsuya,Marvel Comics,Good,NA,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg,140,39
716,Wolfsbane,38,16,35,42,26,42,Rahne Sinclair,Marvel Comics,Good,Female,Green,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg,366,473
717,Wolverine,63,32,50,100,89,100,Logan,Marvel Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/161.jpg,160,135
718,Wonder Girl,75,90,25,80,39,60,Cassandra Elizabeth Sandsmark,Dc Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg,165,51
719,Wonder Man,75,100,53,90,64,64,Simon Williams,Marvel Comics,Good,Male,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/162.jpg,188,171
720,Wonder Woman,88,100,79,100,100,100,Diana Prince,Dc Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/807.jpg,183,74
721,Wondra,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg,NA,NA
722,Wyatt Wingfoot,10,10,12,1,1,56,Wyatt Wingfoot,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg,196,117
723,X-23,75,24,42,100,55,95,Laura Kinney,Marvel Comics,Good,Female,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/565.jpg,155,50
724,X-Man,88,53,53,95,100,84,Nate Grey,Marvel Comics,Good,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg,175,61
725,Yellow Claw,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Bad,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg,188,95
726,Yellowjacket,88,10,12,28,12,14,Hank Pym,Ant-Man,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/70.jpg,183,83
727,Yellowjacket Ii,50,10,35,28,31,28,Rita Demara,Marvel Comics,Good,Female,Blue,Strawberry Blond,https://www.superherodb.com/pictures2/portraits/10/100/178.jpg,165,52
728,Ymir,50,100,27,100,98,28,Ymir,Marvel Comics,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg,NA,NA
729,Yoda,88,52,33,25,100,90,Yoda,George Lucas,Good,Male,Brown,White,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg,66,17
730,Zatanna,81,10,23,28,100,56,Zatanna Zatara,Dc Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/809.jpg,170,57
731,Zoom,50,10,100,28,100,28,Hunter Zolomon,Dc Comics,Bad,Male,Red,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg,185,81
